subject,number,title,credits,description,prerequisites,corequisites,contact_hours,pathways
MGT,4936,Cadet Citizen Leader Practicum,2,"4936: Students in the class begin the process of transition from college to their intended career. Topics include conduct of effective meetings, salary and benefits negotiation, obtaining post-graduation professional development, serving as a mentor, and developing a plan for the first six months in a new job. A physical fitness laboratory compliments the lecture. Membership in the Corps of Cadets is required.",,,"(1 Lec, 2 Lab, 2 Crd)",
MGT,4944,Leading in Your Profession,1,Examines the skills and knowledge necessary to succeed in a responsible role of leadership when beginning ones career. It is a capstone course that draws on the leadership training and experience cadets have accumulated during their first three years in the Corps of Cadets.  Senior standing in the Corps of Cadets required.  Course may be taken twice for credit.  The pre-requisite requirement is such that a student must take the pre-requisite twice before enrolling in this course.,MGT 2944,,"(1 Lec, 1 Crd)",
MGT,4945,Executive Leadership for Cadets,1,"Examines executive level leadership. It explores executive decision making, constraint theory and problem solving in both the military and civilian career fields. Senior standing in the Corps of Cadets is required.",,,"(1 Lec, 1 Crd)",
MGT,4946,Executive Leadership for Cadets,1,"Prepares senior class cadets for the transition from college to career professional. Explores life planning, personal finance, taking charge in a new organization, cross- generational communication, and developing subordinate relationships. Senior standing in the Corps of Cadets is required.",,,"(1 Lec, 1 Crd)",
MGT,4954,Study Abroad,1-19,,,,Variable credit course,
MGT,4964,Field Study,1-19,,,,Variable credit course,
MGT,4974,Independent Study,1-19,,,,Variable credit course,
MGT,4984,Special Study,1-19,,,,Variable credit course,
MGT,4994,Undergraduate Research,1-19,,,,Variable credit course,
MGT,4994H,Undergraduate Research,1-19,Honors section,,,Variable credit course,
MINE,1024,Leadership and Service in the Mineral Industries,1,Leadership and service principles. Awareness of self and others through personality typing. Strategic planning. Importance of energy and mineral industries to developed and developing countries as well as associated consequences. Mineral extraction and purification processes and calculations. Conflict resolution. Challenges and opportunities available in the energy and mineral industries. May include guest speakers and field trips.,,,"(1 Lec, 1 Crd)",
MINE,1034,Automation and Data Analytics in the Mineral Industries,1,"Discovering challenges and opportunities available in autonomous vehicles, systems, and data analytics associated with the energy and mineral industries. Fundamentals of robotics and data analytics; hands on projects with autonomous kits and drones; analysis of industry data, including production studies; introduction to presentation of complex data in a simplified manner; introduction to simulations and digital twins.",,,"(1 Lec, 1 Crd)",
MINE,1044,Space Mining,1,"Explore challenges and opportunities in off-earth mining. Resources currently identified on earth and critical uses; astroidal, lunar, and martian resources; operating conditions in space; environmental, social, and governance issues; economic drivers; in situ resource utilization.",,,"(1 Lec, 1 Crd)",
MINE,1984,Special Study,1-19,,,,Variable credit course,
MINE,2114,Energy and Raw Materials: Geopolitics and Sustainable Development,3,"Supply and demand of energy resources and raw materials. Domestic and global trends. Development of energy and mineral resources. Electricity generation, efficiency, and distribution. Energy and raw materials infrastructure Disparities in resource-producing vs. resource-consuming regions. Environmental considerations and engineering management. Land use and reclamation. Greenhouse gas management. Policy, regulations, and incentives. Geopolitical considerations. Conservation and efficiency. Sustainable development. This course is available to undergraduate students of all ranks and all majors.",,,"(3 Lec, 3 Crd)","4 Reasoning in Natural Sci., 11 Intercultural&Global Aware."
MINE,2504,Introduction to Mining Engineering,3,"Introduction to the complete field of mining and minerals engineering, including phases of mine development, discreet mining methods and mineral processing operations. Consideration in unconventional oil and gas development. Emphasis on basic engineering problem solving skills, and considerations for worker health and safety, economics, and environmental and social issues.",,,"(3 Lec, 3 Crd)",
MINE,2524,Elements of Mine Design,3,"Basic concepts used in the modeling and design of mining systems including basic statistical concepts, sampling, geological and geostatistical modeling of ore bodies, ore reserve estimation, and selection of basic mine development methods.",MINE 2504 and GEOS 1004,,"(2 Lec, 3 Lab, 3 Crd)",
MINE,2534,Mine Surveying and Mapping,3,"Specialized principles of field surveying and mapping as applied to the delineation of mineral deposits and the design and monitoring of surface and underground mining operations. Introduction to modern surveying instruments, field techniques, and computational procedures. Basic digital mine mapping to include standard mine symbols and representation of surface and underground mine workings. Partially duplicates ENGE 2824.",MATH 1226,,"(2 Lec, 3 Lab, 3 Crd)",
